Complex Name,Address,Arena,Community Centre,Indoor Pool,Indoor Soccer,Library,Outdoor Pool,Fitness Leisure Centre,Skate Park,Spray Pad,Wading Pool,Location 1,Geometry
St. John's Park,20 Anderson Ave,false,false,false,false,false,false,false,false,false,true,"(49.91921556302223, -97.12545018320621)","MULTIPOLYGON (((-97.124460599351 49.919487667819, -97.124483210637 49.919479331493, -97.124506448841 49.919472947887, -97.124530145664 49.919468563233, -97.124554129481 49.919466209288, -97.124578226593 49.919465903099, -97.124602262479 49.919467646885, -97.124626063059 49.919471428014, -97.124650254964 49.919477454681, -97.12467382303 49.919485585812, -97.124696584572 49.919495758383, -97.12471836316 49.919507893541, -97.124738989983 49.919521897225, -97.124758305157 49.919537660889, -97.124798584766 49.919584672613, -97.124954363596 49.919766482225, -97.125009184409 49.919830464074, -97.125057120279 49.919886410289, -97.125159877502 49.920006337367, -97.12521125632 49.920066300423, -97.12522054525 49.920073942656, -97.125230452602 49.920080764118, -97.125240906058 49.920086715016, -97.125251829318 49.920091751915, -97.125263142649 49.920095838049, -97.125274763473 49.920098943591, -97.125286296097 49.920101003949, -97.125297960088 49.92010209838, -97.125309674688 49.920102219308, -97.125321358786 49.920101365896, -97.125332931485 49.920099544052, -97.125344312657 49.92009676639, -97.1253554235 49.920093052143, -97.125360768006 49.920091143858, -97.125596852233 49.920006848297, -97.126123651782 49.919818749794, -97.12632796789 49.919745795848, -97.127966901867 49.920275632849, -97.127998695221 49.92028591071, -97.128088811206 49.920315042499, -97.128250986064 49.920367468492, -97.129323025026 49.919029490835, -97.128464211478 49.918752440454, -97.128373785725 49.918723268857, -97.126076570087 49.917982146512, -97.126077120314 49.917993628077, -97.126077670542 49.918005109642, -97.126066685516 49.918011768284, -97.126043480436 49.918013821855, -97.126036693186 49.918016410646, -97.126040968878 49.918053449204, -97.1260351413 49.918074403306, -97.126011597354 49.91809956854, -97.125999501998 49.918106119278, -97.125960581515 49.918118263054, -97.125935075617 49.918122168361, -97.125917442888 49.918124222032, -97.125910081295 49.918127251282, -97.125905566705 49.918132305453, -97.125906379943 49.918154446297, -97.125827099657 49.918208663852, -97.125779590027 49.918262675363, -97.125675891277 49.91834663131, -97.1256241458 49.918394907427, -97.125615652927 49.918398368119, -97.125580467645 49.918396809808, -97.125565897726 49.918398912945, -97.125543930611 49.918415738229, -97.125535297374 49.918437186644, -97.12553600237 49.918462114189, -97.125532952708 49.91847249908, -97.125523537086 49.918481791596, -97.125502955643 49.918491623177, -97.125484701042 49.918527667824, -97.125454762263 49.918559655699, -97.125395740207 49.918580019515, -97.125389579233 49.918584417396, -97.125392115939 49.918594442861, -97.125388429624 49.918599690305, -97.125368878937 49.918600903331, -97.125355140567 49.918606707836, -97.125354091818 49.918622971826, -97.125346965762 49.918641476247, -97.125332231645 49.918651402348, -97.125300487963 49.918658085052, -97.125205710884 49.918705935, -97.125180273344 49.918722434246, -97.125126652332 49.918750800866, -97.1250090718 49.91881906033, -97.124964959464 49.918850099255, -97.124859115791 49.918910272989, -97.12478492193 49.918962593204, -97.124731708207 49.918984040081, -97.124715530559 49.91899245858, -97.124680602875 49.919015775337, -97.12451312245 49.919084666337, -97.124431715152 49.919132728339, -97.124403080932 49.919134517451, -97.124388851674 49.919138604851, -97.124381670607 49.919144155525, -97.124400918039 49.919150763408, -97.124399914926 49.919158662779, -97.124383495479 49.919172519294, -97.124253105039 49.919229776759, -97.124203471517 49.919261192909, -97.124162093736 49.919295406933, -97.124057157737 49.919342911677, -97.123971550977 49.919376966757, -97.123610571413 49.919506589682, -97.123556532437 49.919520556817, -97.123480156263 49.919550083534, -97.123411598426 49.919572001051, -97.123386742327 49.919577085669, -97.123320605989 49.919576105081, -97.123298600741 49.919579526777, -97.123260548676 49.919590784209, -97.123182372329 49.919623609739, -97.123130719689 49.919647869607, -97.12308061205 49.919675392663, -97.123039078762 49.919690191665, -97.122959326901 49.91970976889, -97.122894485854 49.919732825678, -97.122815845057 49.919745314745, -97.122746113473 49.919768742016, -97.122690250038 49.919783039007, -97.122595167537 49.919813521539, -97.122482347576 49.919841557948, -97.122469478801 49.919846476696, -97.122464109947 49.91985916265, -97.122457262424 49.919866877407, -97.122360213428 49.919894179651, -97.122324639066 49.919906196505, -97.122296977173 49.919911775148, -97.12225856027 49.919914481094, -97.122228409725 49.919919569664, -97.122202177558 49.919931377991, -97.122175321146 49.919952081251, -97.122153617113 49.919965671959, -97.122124349827 49.919976711508, -97.122074093973 49.919981887252, -97.12205490847 49.919985481216, -97.122028667218 49.919986765207, -97.122017431165 49.919989101803, -97.122012829159 49.919992805158, -97.121974693139 49.92000262161, -97.121934897342 49.920008543313, -97.121909659116 49.920005525925, -97.121854572189 49.919989072194, -97.12184348634 49.919987543356, -97.12180271245 49.919993539119, -97.121769905051 49.919980954328, -97.121758303705 49.91998193573, -97.12174862599 49.920015869995, -97.121736515607 49.920022779849, -97.121698376531 49.920029088111, -97.121652790932 49.920044180766, -97.121577341387 49.920059313057, -97.122065816524 49.920448979533, -97.122460853847 49.920290410242, -97.124308442383 49.91954874919, -97.124460599351 49.919487667819)))"
St. Boniface Library,131 Provencher Blvd,false,false,false,false,true,false,false,false,false,false,"(49.891808397096554, -97.12480039108804)","MULTIPOLYGON (((-97.1246423209 49.892028830082, -97.125149366803 49.8918992716, -97.124958394509 49.891587964111, -97.124451415373 49.891717464033, -97.1246423209 49.892028830082)))"
Riverview C.C,90 Ashland Ave,false,true,false,false,false,false,false,false,false,true,"(49.86441932790396, -97.11771890763171)","MULTIPOLYGON (((-97.119352539432 49.864887450024, -97.118166696798 49.863417822426, -97.117568704945 49.863317154117, -97.116390140235 49.864340608599, -97.116085275832 49.864932482496, -97.116803253063 49.864690173092, -97.117473520248 49.865521501691, -97.119352539432 49.864887450024)))"
Donwood Park,440 Donwood Dr,false,false,false,false,false,false,false,false,false,true,"(49.93946764393634, -97.06592297731055)","MULTIPOLYGON (((-97.067104346587 49.938909709553, -97.066071771605 49.938566750239, -97.066130032357 49.938493658747, -97.065714456596 49.938355565732, -97.065669722593 49.938411641021, -97.065616286941 49.938478625107, -97.065562851175 49.938545608267, -97.065509415259 49.938612591399, -97.065455979193 49.938679574505, -97.06540254294 49.938746558482, -97.065349106574 49.938813541533, -97.065329675393 49.938837898759, -97.065276046645 49.938905121432, -97.065222802064 49.938971865659, -97.065169365193 49.939038848619, -97.065115926778 49.939105831529, -97.065062489606 49.939172814435, -97.065009052248 49.939239798212, -97.064955614775 49.939306781064, -97.064902177153 49.939373763888, -97.06484873938 49.939440746686, -97.064795301457 49.939507729456, -97.064741608034 49.939575032657, -97.064818348655 49.939629979597, -97.064974664751 49.939741904033, -97.065130980179 49.939853828241, -97.065287297758 49.93996575137, -97.065443614631 49.94007767517, -97.06558407188 49.940178242401, -97.065294331834 49.9404209647, -97.065557149943 49.940508255062, -97.065772328454 49.94057972214, -97.065986057296 49.940311768987, -97.067104346587 49.938909709553)))"
Assiniboia West C.C / St. Charles Park Wading Pool,861 Buchanan Blvd,false,true,false,false,false,false,false,false,false,true,"(49.888529794088, -97.3145107243141)","MULTIPOLYGON (((-97.313936901764 49.888113569342, -97.313891740196 49.888564991077, -97.313191886966 49.888535637994, -97.313169055459 49.888844107241, -97.313861639628 49.888865867342, -97.3157772927 49.888946018834, -97.315852393169 49.888193713777, -97.313936901764 49.888113569342)))"
Earl Grey C.C,360 Cockburn St N,false,true,false,false,false,false,false,false,false,true,"(49.866367121255465, -97.15092833750201)","MULTIPOLYGON (((-97.150930339406 49.865368143623, -97.150192895059 49.865613997874, -97.150132614712 49.865634094071, -97.150231648121 49.865756425615, -97.150270526144 49.865899037324, -97.150265733558 49.865900634524, -97.150293175796 49.865934625832, -97.150491383495 49.866179621802, -97.150628895663 49.866337157032, -97.150827296928 49.866582089821, -97.150854856881 49.866616043289, -97.149818003306 49.866961250839, -97.150015823015 49.867205955339, -97.150145283607 49.867366098888, -97.152038671698 49.866736052316, -97.151908888957 49.866575878766, -97.151710579639 49.866331129222, -97.151683050726 49.866297153066, -97.151484546995 49.866052159845, -97.151354767876 49.865891985699, -97.151156267392 49.865646992836, -97.151128739247 49.865613016554, -97.150930339406 49.865368143623)))"
Montrose Park,631 Montrose St,false,false,false,false,false,false,false,false,false,true,"(49.85916475218333, -97.1801996865932)","MULTIPOLYGON (((-97.180770267077 49.858704941703, -97.17971144045 49.858666684755, -97.17962910611 49.859624650928, -97.180136945298 49.85964301205, -97.180179266067 49.859644541907, -97.180687961716 49.859662819612, -97.180689353502 49.859646621615, -97.180698790952 49.859536800074, -97.180717662854 49.859317158737, -97.180727100155 49.859207337186, -97.18074597176 49.858987695829, -97.180755408913 49.858877874269, -97.180770267077 49.858704941703)))"
Art McOuat Memorial Park,910 Maginot St,true,false,false,false,false,false,false,false,false,false,"(49.87283023969103, -97.07734159157707)","MULTIPOLYGON (((-97.080687491541 49.872265363695, -97.08054754293 49.87226547115, -97.080407594287 49.872265579335, -97.080267647074 49.872265686475, -97.080127698475 49.872265793423, -97.07998774988 49.872265900202, -97.07984780268 49.872266006836, -97.079707854093 49.872266113277, -97.07956790551 49.872266219549, -97.079427958287 49.872266326574, -97.079288009713 49.872266432508, -97.079148062534 49.872266538296, -97.079008113968 49.872266643892, -97.078868165406 49.872266749319, -97.078728218239 49.8722668546, -97.078588269685 49.872266959689, -97.0784483211 49.872267065508, -97.078308373946 49.872267170282, -97.078168425405 49.872267274864, -97.077888529727 49.872267483544, -97.077748581198 49.872267587619, -97.077608634065 49.872267691548, -97.077468685545 49.872267795285, -97.077328736993 49.872267899752, -97.077188789872 49.872268003174, -97.077048841364 49.872268106404, -97.076908894252 49.872268209488, -97.076768945753 49.87226831238, -97.076628997258 49.872268415103, -97.076489050158 49.872268517679, -97.076349101635 49.872268620963, -97.076209153153 49.872268723179, -97.076069206065 49.872268825249, -97.075929257591 49.872268927127, -97.075789309121 49.872269028836, -97.075649362046 49.872269130399, -97.075509413585 49.87226923177, -97.075369466518 49.872269332994, -97.075089569581 49.87226953579, -97.074949660116 49.872269636233, -97.074809750656 49.872269736507, -97.074669841199 49.872269836611, -97.074529931783 49.872269935649, -97.074390022335 49.872270035416, -97.074250112892 49.872270135014, -97.073991323159 49.87227031886, -97.074167177177 49.872566413188, -97.07427456086 49.872747247766, -97.074450775261 49.873043779378, -97.074483344737 49.873098585255, -97.074659563071 49.873395115687, -97.074813188252 49.873395009533, -97.074953156494 49.873394912914, -97.075093124776 49.873394815227, -97.075373061281 49.873394621145, -97.075513029575 49.873394522951, -97.075652997838 49.873394425487, -97.075792966141 49.873394326955, -97.075932934412 49.873394229153, -97.076072902688 49.873394131182, -97.076212871004 49.873394032143, -97.076352839288 49.873393933834, -97.076492807576 49.873393835355, -97.076632775904 49.873393735809, -97.076772744201 49.873393636993, -97.076912712538 49.873393537108, -97.077192649152 49.87339333863, -97.077332617501 49.873393238239, -97.077472585819 49.873393138577, -97.077612554177 49.873393037848, -97.077752522503 49.873392937848, -97.077892490833 49.873392837679, -97.078172428933 49.873392635958, -97.078312397312 49.873392534383, -97.078452365659 49.873392433538, -97.07859233401 49.873392332524, -97.078732302401 49.873392230442, -97.078872270761 49.87339212909, -97.07901223916 49.87339202667, -97.079152207529 49.873391924979, -97.079292175901 49.87339182312, -97.079432144313 49.873391720193, -97.079572112693 49.873391617995, -97.079712081078 49.873391515629, -97.079852049503 49.873391412194, -97.079992017896 49.873391309489, -97.080131986329 49.873391205717, -97.08027195473 49.873391102674, -97.080411923136 49.873390999462, -97.080551891581 49.873390895182, -97.080691859995 49.873390791632, -97.08069070844 49.87309423376, -97.080690496567 49.873039406907, -97.080689344932 49.872742849916, -97.080688641809 49.872561921584, -97.080687491541 49.872265363695)))"
Victoria C.C,80 Derek St,false,true,false,false,false,false,false,false,false,false,"(49.84705003604434, -97.15902091652637)","MULTIPOLYGON (((-97.160274006672 49.847119701536, -97.160098432821 49.846902243213, -97.159647794204 49.846343937244, -97.157767826381 49.846980167127, -97.158219006648 49.847538700419, -97.158394651738 49.847756134845, -97.160274006672 49.847119701536)))"
Chornick Park,45 Chornick Dr,false,false,false,false,false,false,false,true,false,false,"(49.94613669398392, -97.06303119827984)","MULTIPOLYGON (((-97.063270193756 49.947169076151, -97.063430870964 49.947074004651, -97.063801943581 49.947238780832, -97.063820971529 49.947229418798, -97.063839582897 49.947220890889, -97.063859560058 49.9472123072, -97.063878973919 49.947204551505, -97.063898213072 49.947197423411, -97.063920019434 49.947189948438, -97.063939411673 49.947183775089, -97.063962374849 49.947177075932, -97.063984770978 49.947170493832, -97.064002893166 49.947164622486, -97.063588823232 49.946980545206, -97.063910174509 49.946790401056, -97.063985723048 49.946683650049, -97.06407758851 49.946553973289, -97.064169449868 49.946424386319, -97.064261314327 49.946294709396, -97.064353155312 49.946165019936, -97.0647627551 49.946285834445, -97.064886434908 49.946111312049, -97.064476991643 49.945990586034, -97.064191400157 49.945928951108, -97.061848297122 49.945051469581, -97.061424430265 49.945034607136, -97.061421864953 49.945073666166, -97.061421443424 49.945104411028, -97.061422813323 49.945138700312, -97.061426116711 49.945174096439, -97.061430977614 49.945207737253, -97.061438159172 49.945243455392, -97.061449146569 49.945285481862, -97.061457585272 49.945312128399, -97.06146865426 49.945347133487, -97.061478887707 49.945385599161, -97.061486619581 49.945421908287, -97.061492806576 49.945459755865, -97.061496944084 49.945494873036, -97.061499578784 49.945534422612, -97.061500154912 49.945579757924, -97.061499107476 49.945609148124, -97.061495602586 49.945650790031, -97.06149128858 49.945683660865, -97.061484422133 49.945721740319, -97.061476129279 49.945757781091, -97.061465391639 49.945796304507, -97.061453873698 49.945831153152, -97.06143846074 49.945871357085, -97.061424536238 49.945903417559, -97.061404517127 49.945944209478, -97.061388124086 49.945974394562, -97.061364301348 49.946014100825, -97.061344881375 49.946043728509, -97.061318103241 49.946081236225, -97.061294933768 49.946111151698, -97.061263625283 49.946148617474, -97.06123863666 49.946176400268, -97.061205857645 49.946210344122, -97.061175961652 49.946239261844, -97.063246745518 49.947158665854, -97.063270193756 49.947169076151)))"
Bernie Wolfe Indoor Pool,95 Bournais Dr,false,false,true,false,false,false,false,false,false,false,"(49.89024006229626, -97.04325178580021)","MULTIPOLYGON (((-97.043702874718 49.891243714978, -97.044440420022 49.889532162552, -97.042789437536 49.889236409615, -97.042483009669 49.889947190265, -97.042063151579 49.890921041109, -97.042092640736 49.890954767163, -97.043461702753 49.891200439463, -97.043702874718 49.891243714978)))"
Mayfair Recreation Centre,40 Mayfair Pl,false,false,false,false,false,false,true,false,false,false,"(49.88262938548015, -97.1377585914751)","MULTIPOLYGON (((-97.13838105716 49.8827383215, -97.137880090706 49.88211605371, -97.137399379977 49.88227770481, -97.137332824228 49.882297369855, -97.137328506079 49.88229986761, -97.137323115877 49.882303397484, -97.137319685494 49.882305927421, -97.137315928574 49.88230900649, -97.137313031901 49.882311646653, -97.137310100189 49.882314611016, -97.137306846039 49.882318342816, -97.137304096129 49.882321985978, -97.137300939208 49.882326999584, -97.137298031638 49.882333007436, -97.137200302782 49.882649457107, -97.137179096238 49.882718124098, -97.137167934371 49.882779595337, -97.137162877509 49.882853414495, -97.137154736263 49.882972258339, -97.13713612579 49.883098985949, -97.13714022447 49.88314271725, -97.137207807951 49.883132914818, -97.13838105716 49.8827383215)))"
Park City West C.C,115 Sanford Fleming Rd,false,true,false,false,false,false,false,false,false,false,"(49.9068721766811, -97.01832828988023)","MULTIPOLYGON (((-97.018910029512 49.905142786101, -97.016550118783 49.905828893911, -97.016811449027 49.906209582974, -97.017278903925 49.907003844708, -97.017468743319 49.907647854694, -97.017550234199 49.907924297229, -97.017631725967 49.908200739705, -97.017906905484 49.908601567261, -97.018124143892 49.908539367988, -97.018337504504 49.90847827948, -97.018535345964 49.908421633357, -97.018744825541 49.908361655225, -97.01893258061 49.908307896175, -97.018416682678 49.907556307454, -97.020106460977 49.907072527237, -97.019897251625 49.906767757126, -97.02000488798 49.906736939791, -97.019908529372 49.90659664329, -97.019813894557 49.906458854301, -97.01971925888 49.906321065214, -97.019624625125 49.906183276078, -97.019529990508 49.906045486844, -97.019435357814 49.90590769756, -97.019337281972 49.905764894855, -97.019316631932 49.90573482757, -97.019187587842 49.905546932907, -97.018996056906 49.905268049714, -97.018910029512 49.905142786101)))"
